Годвып;Пробег;Серия;КолвохозяевпоПТС;Лошадки;Состояние;квадратсерии;квадратвозраста;квадратпробега;Цена
23;56000;1;3;192;2;1;529;3136000000;200000
17;300000;2;3;143;2;4;289;90000000000;203000
15;317000;1;3;118;1;1;225;100489000000;205000
17;305000;1;3;102;2;1;289;93025000000;205000
18;264500;3;3;286;3;9;324;69960250000;205000
16;174000;2;3;170;3;4;256;30276000000;205000
22;120000;2;3;150;2;4;484;14400000000;205000
16;299900;2;2;193;2;4;256;89940010000;209000
17;406000;2;2;170;2;4;289;164836000000;210000
19;394000;2;3;192;2;4;361;155236000000;210000
21;350000;2;3;192;2;4;441;122500000000;210000
20;310000;1;3;102;3;1;400;96100000000;210000
16;300000;2;3;170;2;4;256;90000000000;210000
26;299000;3;3;197;2;9;676;89401000000;210000
20;286333;3;2;286;2;9;400;81986586889;210000
21;270000;1;3;102;3;1;441;72900000000;210000
17;250000;2;1;286;2;4;289;62500000000;210000
23;250000;2;3;150;2;4;529;62500000000;210000
17;249000;2;3;150;2;4;289;62001000000;210000
16;235000;1;3;115;3;1;256;55225000000;210000
17;230000;2;3;150;2;4;289;52900000000;210000
21;178000;2;3;286;2;4;441;31684000000;210000
17;120000;3;1;235;2;9;289;14400000000;210000
23;9000;2;2;150;3;4;529;81000000;210000
19;346000;2;3;192;2;4;361;119716000000;211100
19;536872;2;2;192;3;4;361;288231544384;212000
17;270000;2;3;286;2;4;289;72900000000;215000
23;247000;1;2;102;3;1;529;61009000000;215000
19;220000;1;3;115;2;1;361;48400000000;215000
19;218000;1;3;193;2;1;361;47524000000;215000
17;215000;2;3;150;1;4;289;46225000000;215000
17;120000;2;2;150;3;4;289;14400000000;215000
16;87000;2;3;193;3;4;256;7569000000;215000
17;310000;2;2;170;2;4;289;96100000000;219000
30;300000;3;2;218;2;9;900;90000000000;219900
17;370000;2;3;170;2;4;289;136900000000;220000
17;320000;2;3;170;2;4;289;102400000000;220000
15;300000;3;3;193;3;9;225;90000000000;220000
15;300000;1;3;118;1;1;225;90000000000;220000
16;295000;2;3;170;2;4;256;87025000000;220000
16;289000;2;2;150;3;4;256;83521000000;220000
19;250000;3;1;326;1;9;361;62500000000;220000
21;235000;2;1;192;2;4;441;55225000000;220000
18;232000;3;2;286;3;9;324;53824000000;220000
15;230000;1;2;136;2;1;225;52900000000;220000
19;211000;2;3;286;2;4;361;44521000000;220000
17;200000;3;2;143;2;9;289;40000000000;220000
17;193000;1;2;115;2;1;289;37249000000;220000
15;186000;2;3;170;2;4;225;34596000000;220000
22;175000;1;3;192;2;1;484;30625000000;220000
17;150000;1;2;115;2;1;289;22500000000;220000
16;140000;2;3;150;2;4;256;19600000000;220000
13;66000;1;2;192;2;1;169;4356000000;220000
17;10000;1;3;193;2;1;289;100000000;220000
17;350000;1;2;150;3;1;289;122500000000;225000
15;270000;2;2;170;2;4;225;72900000000;225000
16;163700;1;2;118;2;1;256;26797690000;225000
18;20000;2;2;170;2;4;324;400000000;225000
15;267000;1;3;105;3;1;225;71289000000;229000
17;460000;2;3;193;2;4;289;211600000000;230000
19;441000;3;3;286;2;9;361;194481000000;230000
15;425000;2;1;170;2;4;225;180625000000;230000
19;400000;2;3;150;2;4;361;160000000000;230000
23;399000;2;3;192;3;4;529;159201000000;230000
16;350000;2;3;150;2;4;256;122500000000;230000
23;331500;1;3;192;2;1;529;109892250000;230000
21;330000;2;3;192;2;4;441;108900000000;230000
17;320000;2;2;170;2;4;289;102400000000;230000
21;305000;2;1;192;3;4;441;93025000000;230000
15;300000;1;3;193;1;1;225;90000000000;230000
14;300000;2;3;170;2;4;196;90000000000;230000
17;300000;2;3;170;2;4;289;90000000000;230000
15;299000;2;2;170;2;4;225;89401000000;230000
16;280000;2;2;193;2;4;256;78400000000;230000
17;280000;2;3;235;1;4;289;78400000000;230000
17;280000;1;2;150;2;1;289;78400000000;230000
17;250000;3;3;193;2;9;289;62500000000;230000
25;250000;1;2;102;2;1;625;62500000000;230000
20;250000;2;2;192;2;4;400;62500000000;230000
16;250000;2;2;150;3;4;256;62500000000;230000
20;243000;2;3;192;2;4;400;59049000000;230000
16;240000;2;3;170;2;4;256;57600000000;230000
21;232700;3;3;300;2;9;441;54149290000;230000
16;220000;1;3;170;2;1;256;48400000000;230000
17;218000;2;3;170;2;4;289;47524000000;230000
16;215000;2;2;150;3;4;256;46225000000;230000
16;211211;2;2;170;3;4;256;44610086521;230000
13;180000;1;3;150;3;1;169;32400000000;230000
18;140000;1;3;150;3;1;324;19600000000;230000
18;125000;3;2;326;3;9;324;15625000000;230000
23;105000;2;2;211;3;4;529;11025000000;230000
19;60000;3;3;286;3;9;361;3600000000;230000
15;247000;2;2;150;2;4;225;61009000000;234000
16;315000;2;3;193;2;4;256;99225000000;234500
17;396200;2;3;170;2;4;289;156974440000;235000
20;315000;3;3;218;2;9;400;99225000000;235000
17;300000;2;3;193;1;4;289;90000000000;235000
15;256000;2;2;170;2;4;225;65536000000;235000
17;236000;2;3;170;2;4;289;55696000000;235000
15;235000;2;3;150;1;4;225;55225000000;235000
18;233000;2;1;193;2;4;324;54289000000;235000
18;225000;2;3;170;2;4;324;50625000000;235000
16;200000;2;2;170;3;4;256;40000000000;235000
16;200000;2;2;150;3;4;256;40000000000;235000
20;145000;2;2;143;3;4;400;21025000000;235000
22;377490;1;3;150;3;1;484;142498700100;240000
21;370000;3;2;188;3;9;441;136900000000;240000
17;360000;3;3;193;2;9;289;129600000000;240000
19;330000;3;2;286;3;9;361;108900000000;240000
17;330000;2;1;170;2;4;289;108900000000;240000
16;323000;2;2;143;2;4;256;104329000000;240000
17;300000;2;3;170;2;4;289;90000000000;240000
16;290000;1;3;118;2;1;256;84100000000;240000
17;265000;2;2;150;3;4;289;70225000000;240000
23;264276;2;3;192;2;4;529;69841804176;240000
20;243000;3;3;218;2;9;400;59049000000;240000
15;238852;2;3;192;2;4;225;57050277904;240000
17;205000;1;2;140;3;1;289;42025000000;240000
19;193000;3;2;286;2;9;361;37249000000;240000
17;178000;2;2;170;2;4;289;31684000000;240000
18;80000;2;2;170;3;4;324;6400000000;240000
22;176950;1;1;140;3;1;484;31311302500;243000
18;198540;2;3;286;2;4;324;39418131600;244000
16;394000;2;2;150;3;4;256;155236000000;245000
17;350000;2;3;286;2;4;289;122500000000;245000
15;302000;1;3;150;2;1;225;91204000000;245000
14;295000;2;2;150;2;4;196;87025000000;245000
17;250000;1;3;102;2;1;289;62500000000;245000
22;235000;2;3;150;2;4;484;55225000000;245000
15;225460;2;2;192;3;4;225;50832211600;245000
17;214000;2;2;170;3;4;289;45796000000;245000
16;200000;2;2;193;3;4;256;40000000000;245000
14;199000;2;3;193;2;4;196;39601000000;245000
13;189000;1;2;118;3;1;169;35721000000;245000
17;158000;2;1;235;2;4;289;24964000000;245000
16;150000;2;2;150;3;4;256;22500000000;245000
17;333000;2;3;170;3;4;289;110889000000;246000
15;249000;2;3;245;1;4;225;62001000000;248000
17;240000;2;3;150;2;4;289;57600000000;248000
16;200000;2;2;193;2;4;256;40000000000;248000
14;243000;2;2;192;2;4;196;59049000000;249000
16;233000;2;3;150;2;4;256;54289000000;249000
16;418355;2;3;170;2;4;256;175020906025;250000
18;408000;3;2;286;2;9;324;166464000000;250000
17;400000;2;3;150;3;4;289;160000000000;250000
14;400000;2;1;163;1;4;196;160000000000;250000
17;379000;2;3;150;2;4;289;143641000000;250000
23;379000;2;2;192;3;4;529;143641000000;250000
16;360000;2;3;170;2;4;256;129600000000;250000
23;355200;2;3;192;2;4;529;126167040000;250000
16;352126;2;3;150;3;4;256;123992719876;250000
19;330000;2;3;192;2;4;361;108900000000;250000
16;330000;2;3;170;1;4;256;108900000000;250000
16;330000;2;3;143;3;4;256;108900000000;250000
17;310000;2;3;193;2;4;289;96100000000;250000
17;310000;3;2;193;2;9;289;96100000000;250000
18;306000;3;2;235;3;9;324;93636000000;250000
13;304000;1;2;105;3;1;169;92416000000;250000
20;300000;2;3;218;1;4;400;90000000000;250000
21;300000;2;1;150;3;4;441;90000000000;250000
16;300000;2;2;170;3;4;256;90000000000;250000
18;300000;2;3;170;2;4;324;90000000000;250000
16;297000;2;3;170;2;4;256;88209000000;250000
17;294409;1;2;115;3;1;289;86676659281;250000
15;287000;2;3;150;2;4;225;82369000000;250000
21;285300;2;3;192;2;4;441;81396090000;250000
17;285000;2;3;170;2;4;289;81225000000;250000
11;280000;2;2;192;1;4;121;78400000000;250000
16;270000;2;2;193;2;4;256;72900000000;250000
19;270000;3;3;218;1;9;361;72900000000;250000
15;270000;2;2;170;2;4;225;72900000000;250000
16;260000;2;2;170;2;4;256;67600000000;250000
16;250000;2;3;150;2;4;256;62500000000;250000
20;250000;3;3;286;2;9;400;62500000000;250000
15;250000;1;3;150;2;1;225;62500000000;250000
15;248000;1;3;105;2;1;225;61504000000;250000
23;229000;2;2;150;3;4;529;52441000000;250000
17;220000;2;2;170;2;4;289;48400000000;250000
21;220000;1;3;140;2;1;441;48400000000;250000
15;220000;2;2;143;2;4;225;48400000000;250000
13;216000;1;2;118;2;1;169;46656000000;250000
16;202000;2;2;170;2;4;256;40804000000;250000
16;200000;2;1;170;3;4;256;40000000000;250000
14;200000;1;3;192;2;1;196;40000000000;250000
15;198000;1;3;150;1;1;225;39204000000;250000
14;194000;1;3;170;2;1;196;37636000000;250000
13;193000;2;2;170;2;4;169;37249000000;250000
17;190000;2;2;150;3;4;289;36100000000;250000
17;150000;1;2;150;3;1;289;22500000000;250000
13;120000;3;1;333;2;9;169;14400000000;250000
15;110000;1;3;170;3;1;225;12100000000;250000
11;95000;1;1;115;3;1;121;9025000000;250000
14;80000;1;3;170;3;1;196;6400000000;250000
21;65000;1;2;144;3;1;441;4225000000;250000
25;45000;1;2;102;2;1;625;2025000000;250000
22;10000;3;3;300;2;9;484;100000000;250000
17;290000;2;3;193;2;4;289;84100000000;251000
11;97120;1;1;115;3;1;121;9432294400;253000
11;95120;1;1;115;3;1;121;9047814400;253000
11;95120;1;1;115;3;1;121;9047814400;253000
16;311500;2;2;170;3;4;256;97032250000;255000
19;286000;3;3;326;2;9;361;81796000000;255000
18;265000;2;2;150;3;4;324;70225000000;255000
16;265000;1;1;118;2;1;256;70225000000;255000
13;250000;1;3;150;3;1;169;62500000000;255000
16;250000;1;3;150;2;1;256;62500000000;255000
14;180000;2;3;150;2;4;196;32400000000;255000
20;163200;2;2;150;3;4;400;26634240000;255000
16;152000;3;2;193;2;9;256;23104000000;255000
17;152000;3;2;193;2;9;289;23104000000;255000
19;142000;1;2;192;3;1;361;20164000000;255000
16;360000;2;2;150;3;4;256;129600000000;260000
16;350000;2;3;193;2;4;256;122500000000;260000
16;343000;2;2;170;2;4;256;117649000000;260000
15;331000;2;2;170;2;4;225;109561000000;260000
17;324500;2;3;150;2;4;289;105300250000;260000
16;324000;2;3;150;2;4;256;104976000000;260000
20;320000;2;3;150;3;4;400;102400000000;260000
19;300000;3;3;286;2;9;361;90000000000;260000
17;296000;2;2;170;2;4;289;87616000000;260000
18;290000;2;1;170;2;4;324;84100000000;260000
18;290000;3;3;235;1;9;324;84100000000;260000
16;282000;2;3;170;2;4;256;79524000000;260000
16;281000;1;2;115;3;1;256;78961000000;260000
16;280000;2;3;150;2;4;256;78400000000;260000
15;280000;2;1;170;2;4;225;78400000000;260000
15;280000;2;3;170;2;4;225;78400000000;260000
16;280000;2;3;170;2;4;256;78400000000;260000
18;270000;2;2;170;2;4;324;72900000000;260000
16;261000;2;2;150;2;4;256;68121000000;260000
12;260000;1;2;143;2;1;144;67600000000;260000
16;250454;2;3;170;2;4;256;62727206116;260000
16;247000;2;3;170;2;4;256;61009000000;260000
16;240000;2;2;150;3;4;256;57600000000;260000
16;230000;2;2;193;2;4;256;52900000000;260000
15;217000;3;3;193;2;9;225;47089000000;260000
16;203000;2;2;150;3;4;256;41209000000;260000
16;202000;2;3;150;3;4;256;40804000000;260000
15;200000;1;3;118;2;1;225;40000000000;260000
16;197000;2;1;170;2;4;256;38809000000;260000
22;178000;1;2;140;3;1;484;31684000000;260000
16;169000;3;2;238;2;9;256;28561000000;260000
16;160000;1;2;150;2;1;256;25600000000;260000
16;158000;2;3;193;2;4;256;24964000000;260000
14;150000;1;3;192;2;1;196;22500000000;260000
18;150000;3;3;235;2;9;324;22500000000;260000
16;138788;1;3;170;3;1;256;19262108944;260000
19;100000;3;2;326;3;9;361;10000000000;260000
20;100000;2;2;150;3;4;400;10000000000;260000
17;461000;2;3;150;2;4;289;212521000000;265000
16;350000;2;3;150;2;4;256;122500000000;265000
16;350000;2;2;193;3;4;256;122500000000;265000
16;350000;2;3;193;2;4;256;122500000000;265000
17;340000;3;3;235;2;9;289;115600000000;265000
17;340000;3;2;286;2;9;289;115600000000;265000
17;330000;2;3;150;2;4;289;108900000000;265000
19;300000;3;2;218;2;9;361;90000000000;265000
16;300000;2;3;193;2;4;256;90000000000;265000
18;255000;3;2;286;3;9;324;65025000000;265000
17;243000;2;2;150;2;4;289;59049000000;265000
16;231900;2;3;170;2;4;256;53777610000;265000
14;210000;2;2;170;2;4;196;44100000000;265000
19;205000;3;2;218;3;9;361;42025000000;265000
15;180000;1;2;118;2;1;225;32400000000;265000
21;100000;2;2;286;3;4;441;10000000000;265000
17;40000;2;3;193;2;4;289;1600000000;265000
16;323421;2;2;170;2;4;256;104601143241;267000
15;250000;1;2;150;3;1;225;62500000000;269000
21;198000;2;2;192;3;4;441;39204000000;269000
16;360000;2;3;170;3;4;256;129600000000;270000
15;355000;2;3;170;2;4;225;126025000000;270000
13;350000;2;2;163;3;4;169;122500000000;270000
18;340000;3;3;235;2;9;324;115600000000;270000
18;325000;3;3;143;2;9;324;105625000000;270000
17;320000;2;3;170;3;4;289;102400000000;270000
16;300000;2;3;235;2;4;256;90000000000;270000
15;292000;2;1;286;2;4;225;85264000000;270000
17;290000;2;2;170;2;4;289;84100000000;270000
16;280000;1;3;150;2;1;256;78400000000;270000
17;280000;2;3;150;2;4;289;78400000000;270000
21;270000;1;1;140;3;1;441;72900000000;270000
16;263000;2;3;170;2;4;256;69169000000;270000
15;257000;2;3;170;3;4;225;66049000000;270000
15;253000;2;3;170;2;4;225;64009000000;270000
19;250000;2;2;192;3;4;361;62500000000;270000
19;250000;2;2;192;3;4;361;62500000000;270000
16;250000;2;2;170;3;4;256;62500000000;270000
17;250000;2;3;150;2;4;289;62500000000;270000
17;250000;2;3;150;2;4;289;62500000000;270000
17;250000;2;3;170;2;4;289;62500000000;270000
16;248000;2;3;170;3;4;256;61504000000;270000
14;237000;2;3;193;1;4;196;56169000000;270000
14;235000;1;2;118;3;1;196;55225000000;270000
14;234000;2;3;150;2;4;196;54756000000;270000
15;230000;1;3;118;2;1;225;52900000000;270000
15;219000;2;2;192;3;4;225;47961000000;270000
16;215000;1;3;150;2;1;256;46225000000;270000
16;215000;2;2;150;3;4;256;46225000000;270000
15;214000;2;2;150;2;4;225;45796000000;270000
14;198000;2;3;192;1;4;196;39204000000;270000
13;189000;2;1;170;3;4;169;35721000000;270000
15;178452;2;1;170;3;4;225;31845116304;270000
15;178000;2;1;170;3;4;225;31684000000;270000
10;176000;1;2;170;3;1;100;30976000000;270000
14;170000;2;3;170;3;4;196;28900000000;270000
16;170000;2;1;143;2;4;256;28900000000;270000
20;160000;1;1;150;2;1;400;25600000000;270000
16;146000;2;1;193;2;4;256;21316000000;270000
20;120000;2;2;150;3;4;400;14400000000;270000
24;117500;3;2;188;3;9;576;13806250000;270000
17;100000;2;3;150;3;4;289;10000000000;270000
15;125500;2;2;193;3;4;225;15750250000;272000
18;336762;2;3;170;2;4;324;113408644644;273000
14;221000;3;2;184;3;9;196;48841000000;273000
16;198123;1;3;118;3;1;256;39252723129;273000
14;96000;2;1;193;3;4;196;9216000000;273000
16;350000;2;3;170;3;4;256;122500000000;275000
17;334000;3;2;235;2;9;289;111556000000;275000
13;298000;1;2;118;2;1;169;88804000000;275000
16;270000;1;3;140;2;1;256;72900000000;275000
14;263000;2;3;192;2;4;196;69169000000;275000
17;240000;2;1;170;2;4;289;57600000000;275000
17;201000;2;3;193;3;4;289;40401000000;275000
16;190000;2;2;170;3;4;256;36100000000;275000
13;178000;1;2;170;2;1;169;31684000000;275000
17;173000;2;2;170;2;4;289;29929000000;275000
15;170000;1;3;118;2;1;225;28900000000;275000
15;130000;2;2;150;3;4;225;16900000000;275000
25;20000;1;3;192;3;1;625;400000000;275000
14;286000;2;2;170;2;4;196;81796000000;277000
13;220000;1;3;170;3;1;169;48400000000;278000
18;205000;2;3;193;2;4;324;42025000000;278000
15;199000;2;1;150;3;4;225;39601000000;278000
12;220000;1;2;105;3;1;144;48400000000;279000
17;435000;2;3;193;2;4;289;189225000000;280000
16;390000;2;2;150;2;4;256;152100000000;280000
15;359000;2;2;193;2;4;225;128881000000;280000
17;357000;2;3;170;2;4;289;127449000000;280000
16;353000;2;3;170;1;4;256;124609000000;280000
17;350000;2;3;235;2;4;289;122500000000;280000
17;334000;3;2;235;2;9;289;111556000000;280000
15;328000;1;1;136;2;1;225;107584000000;280000
16;320000;2;2;193;3;4;256;102400000000;280000
16;315000;1;2;193;2;1;256;99225000000;280000
17;310000;2;2;150;3;4;289;96100000000;280000
17;286000;3;3;286;2;9;289;81796000000;280000
18;270000;2;2;170;2;4;324;72900000000;280000
17;263000;2;3;193;2;4;289;69169000000;280000
17;261000;2;3;150;3;4;289;68121000000;280000
15;250000;1;3;118;2;1;225;62500000000;280000
15;249000;2;3;170;2;4;225;62001000000;280000
15;240000;2;3;170;2;4;225;57600000000;280000
17;240000;2;2;170;3;4;289;57600000000;280000
14;232000;2;3;193;2;4;196;53824000000;280000
16;212000;2;1;150;3;4;256;44944000000;280000
16;211000;2;3;150;2;4;256;44521000000;280000
16;199600;2;3;150;2;4;256;39840160000;280000
14;180000;2;3;170;3;4;196;32400000000;280000
10;176000;1;2;170;3;1;100;30976000000;280000
12;164000;1;3;115;1;1;144;26896000000;280000
15;160000;2;3;170;3;4;225;25600000000;280000
17;159000;2;3;150;3;4;289;25281000000;280000
16;150000;2;2;170;2;4;256;22500000000;280000
13;133000;1;3;118;3;1;169;17689000000;280000
13;125562;2;2;192;3;4;169;15765815844;280000
25;60000;2;2;211;2;4;625;3600000000;280000
14;128562;2;2;193;3;4;196;16528187844;281000
14;128562;2;2;193;3;4;196;16528187844;282000
13;200000;2;2;192;3;4;169;40000000000;284000
17;399000;2;3;150;2;4;289;159201000000;285000
16;300000;3;1;286;2;9;256;90000000000;285000
15;300000;2;3;170;2;4;225;90000000000;285000
16;285000;1;1;170;3;1;256;81225000000;285000
18;280000;2;3;170;3;4;324;78400000000;285000
17;280000;2;2;193;3;4;289;78400000000;285000
17;275000;2;3;150;2;4;289;75625000000;285000
14;266000;1;3;136;3;1;196;70756000000;285000
15;260000;1;3;105;3;1;225;67600000000;285000
14;240000;2;3;170;2;4;196;57600000000;285000
15;228000;2;2;170;2;4;225;51984000000;285000
17;220000;3;1;286;3;9;289;48400000000;285000
14;194000;2;3;245;3;4;196;37636000000;285000
17;185688;2;2;193;3;4;289;34480033344;285000
15;180000;2;2;170;2;4;225;32400000000;285000
13;170000;2;2;231;3;4;169;28900000000;285000
14;164000;1;2;150;3;1;196;26896000000;285000
15;161000;1;2;150;3;1;225;25921000000;285000
17;156000;1;3;150;3;1;289;24336000000;285000
15;278000;2;2;170;3;4;225;77284000000;287000
14;270000;1;2;136;2;1;196;72900000000;287000
16;199000;2;3;170;3;4;256;39601000000;287000
18;336762;2;3;170;2;4;324;113408644644;288000
19;96240;1;1;193;3;1;361;9262137600;288000
15;205000;3;1;238;3;9;225;42025000000;288777
17;315000;2;3;193;3;4;289;99225000000;289000
15;187000;2;3;170;2;4;225;34969000000;289000
15;150000;2;1;170;3;4;225;22500000000;289000
15;146000;1;3;118;3;1;225;21316000000;289000
17;260000;2;2;193;1;4;289;67600000000;289999
15;375000;2;3;170;2;4;225;140625000000;290000
16;348000;2;3;150;2;4;256;121104000000;290000
17;340000;2;3;193;2;4;289;115600000000;290000
16;330000;2;3;286;3;4;256;108900000000;290000
15;327000;1;3;105;2;1;225;106929000000;290000
16;316898;2;3;150;2;4;256;100424342404;290000
16;310000;1;3;115;3;1;256;96100000000;290000
16;310000;2;1;150;3;4;256;96100000000;290000
14;300000;1;3;118;2;1;196;90000000000;290000
16;291000;2;2;173;2;4;256;84681000000;290000
14;282000;2;2;170;2;4;196;79524000000;290000
14;255000;2;2;170;3;4;196;65025000000;290000
16;250000;3;2;286;3;9;256;62500000000;290000
15;232000;1;3;150;2;1;225;53824000000;290000
16;218000;2;2;150;3;4;256;47524000000;290000
16;207451;2;3;170;2;4;256;43035917401;290000
16;190000;2;2;150;2;4;256;36100000000;290000
16;183000;2;3;170;2;4;256;33489000000;290000
14;180000;2;1;231;3;4;196;32400000000;290000
14;170000;2;2;193;3;4;196;28900000000;290000
15;153000;2;2;193;3;4;225;23409000000;290000
16;150000;1;1;105;2;1;256;22500000000;290000
17;90000;3;3;235;2;9;289;8100000000;290000
17;250000;3;1;193;3;9;289;62500000000;293000
16;225000;1;3;170;3;1;256;50625000000;294000
16;315000;2;2;235;2;4;256;99225000000;295000
16;309000;2;3;170;2;4;256;95481000000;295000
17;290000;2;3;150;2;4;289;84100000000;295000
14;272000;1;3;150;2;1;196;73984000000;295000
17;271000;2;3;150;2;4;289;73441000000;295000
15;257678;1;1;118;2;1;225;66397951684;295000
13;237000;2;2;170;2;4;169;56169000000;295000
14;231000;1;2;118;3;1;196;53361000000;295000
15;230000;2;1;170;3;4;225;52900000000;295000
17;220000;3;2;193;2;9;289;48400000000;295000
17;220000;3;3;286;3;9;289;48400000000;295000
16;199000;2;3;150;2;4;256;39601000000;295000
11;167000;2;1;231;2;4;121;27889000000;295000
14;166200;2;2;150;3;4;196;27622440000;295000
15;160000;1;2;118;3;1;225;25600000000;295000
