0	76330	76
1	47889	95
2	37618	113
3	32337	129
4	29476	148
5	27490	165
6	26222	184
7	25482	205
8	25335	230
9	24898	251
10	24249	269
11	23630	287
12	23016	303
13	22722	322
14	22306	339
15	21974	357
16	21668	374
17	21414	392
18	21202	410
19	21374	436
20	21199	454
21	21067	473
22	20936	492
23	20822	512
24	20781	532
25	20900	557
26	20758	576
27	20628	594
28	20482	611
29	20552	635
30	20604	659
31	20567	679
32	20550	701
33	20447	719
34	20346	737
35	20259	756
36	20108	772
37	19996	789
38	19871	806
39	19893	828
40	19859	849
41	19775	866
42	19680	884
43	19591	901
44	19497	918
45	19506	940
46	20378	1005
47	22477	1133
48	23042	1187
49	23489	1236
50	23810	1279
51	23707	1300
52	23529	1316
53	23374	1334
54	23344	1358
55	23266	1380
56	24457	1478
57	24731	1522
58	24881	1560
59	25154	1605
60	25379	1648
61	25767	1703
62	26789	1801
63	28797	1969
64	28682	1993
65	28643	2024
66	28593	2053
67	28367	2069
68	28147	2086
69	27971	2105
70	27810	2125
71	27649	2145
72	27553	2169
73	27392	2189
74	27223	2207
75	27073	2226
76	27051	2256
77	26911	2276
78	26768	2296
79	26591	2312
80	26425	2329
81	26265	2346
82	26111	2363
83	25953	2380
84	25801	2396
85	25645	2413
86	25525	2432
87	25454	2456
88	25427	2484
89	25325	2504
90	25272	2529
91	25365	2570
92	25717	2636
93	26618	2761
94	26847	2818
95	26987	2865
96	27088	2909
97	27146	2949
98	27228	2991
99	27306	3034
100	27388	3077
101	27418	3114
102	27548	3163
103	27647	3209
104	27665	3245
105	27632	3276
106	27643	3312
107	27642	3346
108	27516	3366
109	27400	3386
110	27274	3405
111	27153	3424
112	27018	3442
113	26883	3459
114	26747	3475
115	26692	3502
116	26563	3519
117	26435	3536
118	26305	3553
119	26174	3569
120	26047	3585
121	25934	3603
122	25829	3622
123	25721	3640
124	25604	3657
125	25491	3674
126	25458	3703
127	25358	3722
128	25246	3739
129	25130	3755
130	25021	3771
131	24918	3789
132	24818	3807
133	24720	3825
134	24717	3857
135	24765	3898
136	24922	3956
137	24923	3990
138	24977	4032
139	24927	4057
140	24857	4080
141	24803	4104
142	24791	4136
143	24754	4164
144	24675	4184
145	24596	4204
146	24509	4223
147	24427	4243
148	24331	4260
149	24236	4276
150	24140	4293
151	24055	4311
152	23991	4333
153	23917	4353
154	23828	4370
155	23739	4387
156	23707	4415
157	23857	4476
158	24029	4543
159	24144	4598
160	24320	4666
161	24560	4747
162	24823	4834
163	24853	4875
164	24988	4937
165	25023	4980
166	25167	5045
167	25238	5096
168	25329	5151
169	25358	5193
170	25439	5247
171	25450	5286
172	25475	5329
173	25494	5370
174	25558	5421
175	25694	5488
176	25963	5583
177	26009	5632
178	26122	5695
179	26136	5737
180	26086	5765
181	26002	5785
182	25902	5801
183	25807	5819
184	25723	5839
185	25661	5863
186	25562	5879
187	25466	5896
188	25370	5912
189	25276	5929
190	25185	5946
191	25095	5963
192	25002	5979
193	24924	5999
194	24858	6021
195	24798	6045
196	24748	6071
197	24665	6089
198	24579	6106
199	24495	6123
200	24410	6140
201	24313	6154
202	24224	6170
203	24139	6186
204	24054	6202
205	23990	6224
206	23929	6246
207	23916	6281
208	23858	6303
209	23799	6326
210	23730	6346
211	23667	6367
212	23593	6385
213	23532	6406
214	23475	6429
215	23407	6449
216	23362	6474
217	23290	6492
218	23212	6508
219	23142	6527
220	23065	6543
221	22997	6562
222	22928	6580
223	22852	6596
224	22778	6613
225	22709	6630
226	22636	6647
227	22589	6671
228	22528	6691
229	22459	6708
230	22387	6724
231	22321	6743
232	22255	6760
233	22183	6776
234	22112	6792
235	22044	6809
236	21978	6827
237	21913	6844
238	21868	6867
239	21810	6887
240	21742	6903
241	21678	6921
242	21611	6937
243	21546	6954
244	21486	6972
245	21419	6988
246	21352	7003
247	21289	7021
248	21225	7037
249	21164	7054
250	21103	7072
251	21071	7098
252	21015	7117
253	20951	7133
254	20888	7149
255	20827	7166
256	20769	7184
257	20714	7202
258	20658	7220
259	20617	7243
260	20565	7263
261	20525	7286
262	20478	7307
263	20413	7322
264	20353	7338
265	20307	7359
266	20259	7379
267	20203	7396
268	20148	7414
269	20083	7428
270	20028	7445
271	19973	7462
272	19916	7479
273	19876	7501
274	19826	7520
275	19772	7537
276	19718	7554
277	19663	7571
278	19608	7587
279	19557	7605
280	19515	7626
281	19473	7648
282	19421	7665
283	19370	7683
284	19316	7699
285	19286	7725
286	19241	7745
287	19188	7761
288	19135	7777
289	19082	7794
290	19033	7811
291	18981	7828
292	18940	7849
293	18899	7870
294	18851	7888
295	18803	7906
296	18767	7928
297	18722	7947
298	18675	7965
299	18625	7982
300	18575	7998
301	18527	8016
302	18481	8034
303	18435	8052
304	18386	8068
305	18336	8085
306	18288	8101
307	18261	8128
308	18216	8145
309	18166	8161
310	18123	8180
311	18078	8198
312	18030	8214
313	17982	8230
314	17934	8247
315	17886	8263
316	17841	8280
317	17796	8297
318	17749	8314
319	17712	8335
320	17679	8358
321	17646	8381
322	17609	8401
323	17566	8419
324	17521	8436
325	17475	8452
326	17441	8474
327	17396	8490
328	17352	8508
329	17306	8524
330	17268	8544
331	17239	8568
332	17196	8585
333	17153	8602
334	17112	8620
335	17079	8642
336	17042	8662
337	16999	8679
338	16959	8698
339	16916	8714
340	16873	8731
341	16837	8751
342	16819	8780
343	16780	8799
344	16747	8821
345	16714	8842
346	16673	8860
347	16629	8876
348	16587	8892
349	16548	8910
350	16506	8927
351	16466	8944
352	16430	8964
353	16395	8984
354	16366	9007
355	16327	9025
356	16287	9043
357	16245	9059
358	16207	9077
359	16165	9093
360	16128	9111
361	16087	9127
362	16045	9143
363	16004	9159
364	15969	9179
365	15933	9198
366	15895	9216
367	15863	9236
368	15829	9256
369	15788	9272
370	15751	9290
371	15716	9309
372	15680	9328
373	15648	9348
374	15611	9367
375	15576	9385
376	15541	9404
377	15501	9420
378	15464	9438
379	15426	9455
380	15389	9472
381	15350	9488
382	15313	9505
383	15276	9523
384	15238	9539
385	15200	9555
386	15161	9571
387	15126	9589
388	15090	9607
389	15056	9626
390	15018	9642
391	14981	9658
392	14945	9676
393	14908	9692
394	14873	9710
395	14836	9727
396	14799	9743
397	14767	9762
398	14732	9780
399	14701	9801
400	14668	9819
401	14632	9836
402	14595	9852
403	14559	9869
404	14525	9887
405	14489	9903
406	14453	9920
407	14417	9936
408	14380	9952
409	14345	9968
410	14311	9986
411	14277	10003
412	14244	10022
413	14211	10040
414	14175	10055
415	14140	10072
416	14105	10089
417	14070	10105
418	14035	10121
419	14002	10139
420	13968	10156
421	13934	10173
422	13899	10189
423	13869	10209
424	13839	10229
425	13806	10246
426	13774	10264
427	13741	10282
428	13711	10301
429	13678	10318
430	13648	10338
431	13616	10355
432	13581	10372
433	13549	10389
434	13516	10406
435	13487	10426
436	13459	10446
437	13426	10463
438	13392	10479
439	13360	10497
440	13328	10514
441	13294	10531
442	13262	10547
443	13228	10564
444	13195	10580
445	13163	10597
446	13131	10614
447	13102	10633
448	13073	10653
449	13042	10670
450	13009	10686
451	12976	10703
452	12945	10720
453	12912	10736
454	12880	10753
455	12855	10776
456	12826	10794
457	12793	10810
458	12763	10828
459	12736	10849
460	12705	10867
461	12673	10882
462	12641	10899
463	12610	10916
464	12580	10934
465	12550	10951
466	12517	10967
467	12485	10983
468	12453	10999
469	12423	11016
470	12393	11034
471	12362	11050
472	12338	11074
473	12311	11094
474	12284	11114
475	12254	11131
476	12223	11148
477	12193	11165
478	12163	11183
479	12136	11203
480	12107	11220
481	12079	11240
482	12050	11258
483	12021	11275
484	11992	11293
485	11962	11311
486	11932	11327
487	11901	11344
488	11872	11360
489	11842	11378
490	11813	11395
491	11783	11412
492	11753	11428
493	11726	11448
494	11704	11472
495	11679	11494
496	11652	11513
497	11622	11530
498	11592	11546
499	11563	11563
500	11533	11579
501	11503	11595
502	11473	11611
503	11443	11627
504	11413	11643
505	11384	11660
