506	11356	11678
507	11336	11705
508	11311	11726
509	11285	11745
510	11255	11761
511	11225	11777
512	11196	11794
513	11168	11812
514	11140	11829
515	11113	11848
516	11086	11866
517	11059	11885
518	11032	11903
519	11004	11921
520	10975	11938
521	10946	11954
522	10917	11970
523	10889	11987
524	10860	12003
525	10831	12020
526	10803	12036
527	10774	12052
528	10746	12069
529	10717	12086
530	10694	12108
531	10667	12126
532	10639	12142
533	10610	12159
534	10582	12175
535	10555	12193
536	10527	12210
537	10499	12226
538	10471	12242
539	10444	12261
540	10416	12277
541	10392	12298
542	10366	12317
543	10338	12334
544	10311	12350
545	10283	12367
546	10256	12384
547	10233	12406
548	10207	12425
549	10180	12442
550	10152	12459
551	10125	12476
552	10098	12492
553	10077	12517
554	10050	12535
555	10024	12553
556	10001	12575
557	9978	12597
558	9951	12614
559	9924	12631
560	9897	12647
561	9870	12664
562	9843	12682
563	9819	12702
564	9795	12723
565	9769	12740
566	9745	12761
567	9718	12777
568	9691	12794
569	9663	12810
570	9636	12826
571	9610	12843
572	9583	12860
573	9556	12876
574	9529	12893
575	9504	12911
576	9478	12928
577	9453	12948
578	9427	12965
579	9401	12982
580	9375	12999
581	9349	13018
582	9323	13034
583	9297	13052
584	9271	13069
585	9245	13087
586	9219	13104
587	9192	13120
588	9169	13140
589	9144	13159
590	9118	13176
591	9092	13193
592	9066	13210
593	9043	13231
594	9017	13248
595	8991	13264
596	8965	13282
597	8942	13302
598	8922	13328
599	8905	13358
600	8883	13380
601	8857	13397
602	8831	13414
603	8805	13430
604	8779	13446
605	8752	13462
606	8727	13479
607	8700	13495
608	8675	13513
609	8650	13529
610	8624	13546
611	8600	13566
612	8576	13585
613	8552	13603
614	8526	13620
615	8501	13637
616	8476	13654
617	8450	13671
618	8424	13687
619	8399	13704
620	8373	13720
621	8349	13738
622	8323	13755
623	8299	13773
624	8276	13794
625	8251	13811
626	8225	13827
627	8201	13844
628	8177	13863
629	8151	13880
630	8127	13898
631	8102	13914
632	8076	13930
633	8051	13946
634	8025	13962
635	8001	13981
636	7977	13999
637	7953	14016
638	7928	14034
639	7903	14051
640	7879	14068
641	7855	14087
642	7831	14105
643	7806	14121
644	7782	14140
645	7758	14158
646	7734	14176
647	7712	14198
648	7687	14214
649	7662	14230
650	7637	14246
651	7614	14265
652	7590	14283
653	7567	14304
654	7543	14321
655	7518	14338
656	7494	14354
657	7470	14372
658	7446	14391
659	7424	14412
660	7402	14432
661	7377	14449
662	7353	14466
663	7328	14482
664	7304	14499
665	7280	14517
666	7256	14534
667	7232	14551
668	7207	14568
669	7184	14586
670	7161	14606
671	7139	14627
672	7116	14645
673	7092	14662
674	7068	14680
675	7044	14697
676	7019	14713
677	6995	14729
678	6971	14747
679	6947	14763
680	6923	14780
681	6899	14796
682	6875	14813
683	6850	14829
684	6828	14848
685	6805	14867
686	6781	14884
687	6758	14902
688	6734	14920
689	6710	14936
690	6686	14953
691	6662	14969
692	6638	14986
693	6615	15004
694	6591	15020
695	6569	15040
696	6546	15059
697	6523	15078
698	6499	15094
699	6475	15110
700	6453	15129
701	6429	15145
702	6405	15162
703	6381	15178
704	6358	15196
705	6335	15212
706	6311	15228
707	6287	15246
708	6264	15263
709	6242	15283
710	6219	15301
711	6196	15319
712	6173	15336
713	6149	15353
714	6126	15369
715	6103	15387
716	6079	15403
717	6057	15423
718	6034	15440
719	6012	15459
720	5989	15478
721	5966	15495
722	5943	15512
723	5919	15528
724	5896	15545
725	5873	15562
726	5849	15578
727	5826	15594
728	5803	15610
729	5779	15626
730	5757	15644
731	5734	15662
732	5712	15682
733	5690	15702
734	5667	15718
735	5644	15736
736	5621	15753
737	5598	15770
738	5575	15787
739	5553	15804
740	5530	15822
741	5507	15838
742	5484	15855
743	5462	15874
744	5440	15893
745	5417	15910
746	5394	15927
747	5372	15946
748	5350	15965
749	5327	15981
750	5304	15999
751	5282	16017
752	5259	16033
753	5236	16049
754	5213	16066
755	5192	16087
756	5169	16105
757	5147	16122
758	5124	16139
759	5101	16156
760	5078	16172
761	5056	16187
762	5033	16204
763	5010	16221
764	4988	16238
765	4965	16254
766	4943	16273
767	4921	16293
768	4899	16312
769	4877	16329
770	4855	16346
771	4832	16362
772	4809	16379
773	4788	16397
774	4765	16414
775	4742	16430
776	4720	16447
777	4697	16463
778	4676	16484
779	4655	16504
780	4633	16523
781	4610	16539
782	4588	16555
783	4565	16571
784	4543	16588
785	4520	16605
786	4498	16621
787	4476	16637
788	4453	16654
789	4431	16671
790	4409	16687
791	4387	16704
792	4365	16724
793	4343	16742
794	4321	16758
795	4299	16776
796	4277	16792
797	4255	16810
798	4232	16826
799	4210	16842
800	4188	16860
801	4166	16876
802	4144	16892
803	4122	16911
804	4101	16931
805	4079	16948
806	4057	16965
807	4035	16982
808	4013	17001
809	3992	17018
810	3970	17035
811	3947	17051
812	3925	17067
813	3903	17084
814	3881	17101
815	3860	17118
816	3838	17137
817	3816	17155
818	3795	17172
819	3773	17189
820	3751	17205
821	3729	17221
822	3707	17238
823	3685	17255
824	3663	17272
825	3641	17288
826	3620	17305
827	3598	17321
828	3576	17340
829	3555	17359
830	3533	17376
831	3512	17394
832	3490	17411
833	3468	17428
834	3447	17444
835	3425	17461
836	3404	17482
837	3383	17501
838	3363	17525
839	3343	17555
840	3322	17572
841	3300	17588
842	3278	17604
843	3256	17620
844	3235	17637
845	3213	17654
846	3192	17671
847	3170	17688
848	3148	17704
849	3127	17720
850	3106	17740
851	3084	17759
852	3063	17775
853	3041	17792
854	3020	17808
855	2998	17826
856	2977	17842
857	2955	17859
858	2934	17877
859	2912	17893
860	2891	17910
861	2870	17927
862	2848	17945
863	2827	17963
864	2806	17981
865	2785	17998
866	2763	18014
867	2741	18030
868	2720	18047
869	2699	18066
870	2678	18082
871	2656	18100
872	2635	18117
873	2614	18134
874	2593	18153
875	2572	18173
876	2551	18189
877	2529	18207
878	2508	18223
879	2487	18239
880	2466	18257
881	2444	18273
882	2423	18291
883	2402	18308
884	2381	18324
885	2359	18340
886	2338	18359
887	2317	18377
888	2296	18395
889	2275	18412
890	2254	18428
891	2233	18446
892	2212	18463
893	2191	18479
894	2170	18497
895	2148	18513
896	2127	18531
897	2106	18548
898	2086	18572
899	2065	18593
900	2044	18611
901	2023	18626
902	2002	18643
903	1981	18661
904	1960	18677
905	1939	18693
906	1918	18710
907	1897	18726
908	1876	18742
909	1855	18761
910	1834	18779
911	1814	18800
912	1793	18820
913	1772	18838
914	1751	18855
915	1730	18872
916	1709	18888
917	1688	18907
918	1667	18923
919	1646	18940
920	1626	18956
921	1605	18974
922	1584	18994
923	1563	19013
924	1543	19031
925	1522	19047
926	1501	19068
927	1481	19089
928	1460	19110
929	1440	19131
930	1419	19151
931	1398	19173
932	1378	19198
933	1358	19221
934	1337	19239
935	1316	19257
936	1295	19273
937	1275	19291
938	1254	19308
939	1233	19329
940	1213	19352
941	1192	19368
942	1171	19385
943	1151	19403
944	1130	19423
945	1109	19439
946	1089	19461
947	1068	19480
948	1047	19496
949	1026	19512
950	1006	19529
951	985	19546
952	964	19564
953	944	19580
954	923	19601
955	903	19625
956	882	19645
957	862	19662
958	841	19678
959	820	19696
960	800	19713
961	779	19731
962	758	19747
963	738	19764
964	717	19781
965	696	19797
966	676	19815
967	655	19833
968	635	19853
969	614	19870
970	593	19887
971	573	19903
972	552	19922
973	532	19937
974	511	19954
975	491	19970
976	470	19986
977	449	20004
978	429	20020
979	408	20040
980	388	20057
981	368	20078
982	347	20100
983	327	20117
984	306	20133
985	286	20150
986	265	20168
987	245	20186
988	224	20205
989	204	20223
990	183	20243
991	163	20263
992	142	20282
993	122	20298
994	102	20314
995	81	20330
996	61	20347
997	40	20364
998	20	20385
999	0	20403
