iter	Logloss
426	0.3345638817
427	0.3342540548
428	0.3339862167
429	0.3337755492
430	0.3336068891
431	0.3333404409
432	0.3329746791
433	0.3328519182
434	0.3326692309
435	0.3325282308
436	0.3324858768
437	0.3322609731
438	0.3320358031
439	0.3318915474
440	0.3314119391
441	0.3312888704
442	0.3310600108
443	0.3310117015
444	0.3307132639
445	0.3305328209
446	0.3303459318
447	0.3302199113
448	0.3300545076
449	0.3298121851
450	0.329645365
451	0.3294706421
452	0.329402497
453	0.3293681967
454	0.3290754352
455	0.3289993272
456	0.3287430579
457	0.3284206805
458	0.3281221181
459	0.3279456043
460	0.3277473263
461	0.3274215648
462	0.3272928508
463	0.3269055074
464	0.3267600941
465	0.3266236639
466	0.3264809077
467	0.3263427106
468	0.3261716886
469	0.3261274629
470	0.3259288529
471	0.3258900892
472	0.3257185063
473	0.3255612563
474	0.3254454758
475	0.3254003296
476	0.3252865639
477	0.3252340921
478	0.3250681815
479	0.3249830358
480	0.3247974098
481	0.3245029438
482	0.3243945163
483	0.3241943413
484	0.3240017404
485	0.3238163926
486	0.3237533681
487	0.3236119851
488	0.3234547104
489	0.3231787909
490	0.3230867926
491	0.3229036889
492	0.3228579368
493	0.3225595485
494	0.322278477
495	0.3219622176
496	0.3218620737
497	0.3216890975
498	0.3215280835
499	0.3214370993
500	0.3213773928
501	0.3212662009
502	0.3211769455
503	0.3210830815
504	0.3209596205
505	0.3209475462
506	0.320901983
507	0.320561298
508	0.3203065422
509	0.319991066
510	0.3197993045
511	0.3195326084
512	0.3194948109
513	0.3193949416
514	0.3191673862
515	0.3190867967
516	0.3189118633
517	0.3187179748
518	0.3187000055
519	0.3185341115
520	0.3183314158
521	0.3182613134
522	0.3182013278
523	0.318035429
524	0.3177890225
525	0.3175936931
526	0.317453462
527	0.3173796713
528	0.3172076665
529	0.3170400362
530	0.3167402606
531	0.3166133517
532	0.3164627247
533	0.316402978
534	0.3162139154
535	0.3157715772
536	0.3157186941
537	0.3154085984
538	0.315194976
539	0.3150893943
540	0.3149719554
541	0.3148642608
542	0.3146506574
543	0.3144752596
544	0.3143033311
545	0.314125574
546	0.3139645838
547	0.3138764441
548	0.3136755697
549	0.3136303984
550	0.3134652666
551	0.3132259603
552	0.313158895
553	0.3131062668
554	0.3127811444
555	0.312696944
556	0.312535358
557	0.3123194223
558	0.3121818029
559	0.3119554927
560	0.311822175
561	0.3116404219
562	0.3115438256
563	0.3112885199
564	0.311166351
565	0.3109698534
566	0.3108310096
567	0.3107396969
568	0.3105624478
569	0.3105205859
570	0.3104020265
571	0.3102631208
572	0.3101643597
573	0.3100741714
574	0.3099614973
575	0.309845964
576	0.3097582924
577	0.309614226
578	0.3094126922
579	0.3092416546
580	0.3090155876
581	0.3089534304
582	0.3088846342
583	0.3087878798
584	0.308613688
585	0.3084837984
586	0.3084309073
587	0.308289264
588	0.3080904304
589	0.3079743297
590	0.307760642
591	0.307529402
592	0.3072021567
593	0.3071590115
594	0.3069707107
595	0.3069080321
596	0.3067780477
597	0.306689959
598	0.306540915
599	0.3062747547
600	0.3061948892
601	0.306070902
602	0.3059275224
603	0.3057061353
604	0.3056628894
605	0.3054445958
606	0.3051266631
607	0.3050854732
608	0.3049625448
609	0.3048856036
610	0.3047162269
611	0.3045256891
612	0.3043622851
613	0.3042431222
614	0.3041040369
615	0.3039536917
616	0.3039351241
617	0.3038749261
618	0.3037418977
619	0.3036859623
620	0.3035185851
621	0.3034304134
622	0.3032800208
623	0.3031823763
624	0.3030145435
625	0.3029135065
626	0.3027714952
627	0.3026543059
628	0.3025839272
629	0.3025221384
630	0.3021966103
631	0.3020457756
632	0.3020274212
633	0.3019192652
634	0.301897468
635	0.3018299178
636	0.3017216363
637	0.3015235047
638	0.3014590892
639	0.3013170066
640	0.3012852494
641	0.3011649779
642	0.3011251976
643	0.3008992547
644	0.3008257399
645	0.3007757596
646	0.3006821979
647	0.3005500183
648	0.3004866397
649	0.300314259
650	0.3001845024
651	0.2998827139
652	0.2997634007
653	0.2997342763
654	0.2996921788
655	0.2996721171
656	0.2995697021
657	0.2994122705
658	0.2992659407
659	0.2990264489
660	0.2987382429
661	0.2987123123
662	0.2986041664
663	0.2985768231
664	0.2984420423
665	0.2982799772
666	0.298174046
667	0.2979620082
668	0.2978194276
669	0.297643389
670	0.2975091702
671	0.2974014435
672	0.2972324029
673	0.2971264978
674	0.2970660544
675	0.2968191315
676	0.296682675
677	0.2965521328
678	0.2964881718
679	0.2962706179
680	0.2962179204
681	0.2960534465
682	0.2957915774
683	0.2956804909
684	0.2955996878
685	0.2954805027
686	0.2953683303
687	0.2952557806
688	0.2951286034
689	0.2949658522
690	0.2949483384
691	0.2948135851
692	0.2947055347
693	0.2946610203
694	0.2945370929
695	0.2945203769
696	0.2943885788
697	0.2943043331
698	0.294255689
699	0.2941959852
700	0.2941278556
701	0.2940557336
702	0.2939242606
703	0.2937060775
704	0.2933962533
705	0.2932781377
706	0.2931200662
707	0.2929061038
708	0.29284446
709	0.2926978318
710	0.2926441742
711	0.2924560538
712	0.2923687059
713	0.2921054156
714	0.292025163
715	0.2918601282
716	0.2915267548
717	0.2914506647
718	0.2912810798
719	0.2911452434
720	0.2909524092
721	0.2908474017
722	0.290818351
723	0.2906291114
724	0.2905891038
725	0.2904703471
726	0.2903645586
727	0.2901825607
728	0.2901399468
729	0.2900774515
730	0.2900147448
731	0.2899737893
732	0.2899070205
733	0.2897202043
734	0.2896652126
735	0.2896242943
736	0.2895520547
737	0.2894528936
738	0.2894087913
739	0.2893555468
740	0.2891681412
741	0.2890578387
742	0.2888551855
743	0.2887422996
744	0.2886689264
745	0.2885447345
746	0.2883730076
747	0.2883526096
748	0.2882713927
749	0.2881798048
750	0.2880056422
751	0.2878488713
752	0.2877954176
753	0.2877350216
754	0.2876981019
755	0.2876319868
756	0.2875631666
757	0.2874544817
758	0.2874038833
759	0.2872876186
760	0.2871185227
761	0.2870042908
762	0.2869159426
763	0.2868355608
764	0.2866582144
765	0.286495312
766	0.2863129102
767	0.2862211189
768	0.2861260218
769	0.286075418
770	0.2860323313
771	0.2858552742
772	0.2857585256
773	0.2855810797
774	0.2853171519
775	0.2852574892
776	0.2851427484
777	0.2850667103
778	0.2849531354
779	0.284888491
780	0.2848575518
781	0.2846494583
782	0.2844606872
783	0.2844300133
784	0.2843934027
785	0.2842502458
786	0.2842159644
787	0.2841964123
788	0.2840094406
789	0.2838509802
790	0.283775786
791	0.2835948862
792	0.2835004116
793	0.2834423491
794	0.2833678889
795	0.2833244698
796	0.2832452262
797	0.283187649
798	0.283072651
799	0.2829761806
800	0.2828176671
801	0.282714932
802	0.2826214891
803	0.2825462196
804	0.2824203042
805	0.2822981454
806	0.2822518956
807	0.2821618901
808	0.2820245936
809	0.2819606705
810	0.2818643466
811	0.2818497667
812	0.2816795083
813	0.2815763032
814	0.2814932246
815	0.2814719243
816	0.2812861074
817	0.2812315514
818	0.2811582714
819	0.2809592046
820	0.2807466211
821	0.2806085539
822	0.2805783999
823	0.2803934327
824	0.2803555714
825	0.2803076092
826	0.2802029898
827	0.280160203
828	0.2800280346
829	0.2798996216
830	0.2798558692
831	0.2798325081
832	0.2798062518
833	0.2797228921
834	0.2796693076
835	0.2796042044
836	0.279516471
837	0.2794129786
838	0.2794032472
839	0.2792453544
840	0.2791977352
841	0.2791407814
842	0.279110108
843	0.2790801034
844	0.2788963859
845	0.2788118164
846	0.2786894149
847	0.2785643216
848	0.2783498818
849	0.2781618844
850	0.2780472714
851	0.2778984109
852	0.2777964219
853	0.2776975393
854	0.2775734007
855	0.2774333922
856	0.2772961259
857	0.277197143
858	0.2771490532
859	0.2771057392
860	0.2769507581
861	0.2768406736
862	0.2767693326
863	0.2767398867
864	0.2766928028
865	0.2766570158
866	0.2765911714
867	0.2765213308
868	0.2764740688
869	0.2763994232
870	0.2763734208
871	0.2761231257
872	0.2759877998
873	0.2759745341
874	0.2759441849
875	0.2759360458
876	0.2759187238
877	0.2759075185
878	0.2758390209
879	0.2757548419
880	0.2756477567
881	0.2755920741
882	0.2755395339
883	0.2754965318
884	0.2754563748
885	0.2754224378
886	0.2753911736
887	0.2752512278
888	0.2752293919
889	0.2751178196
890	0.2750386138
891	0.274972606
892	0.274837583
893	0.2747542371
894	0.2746539748
895	0.2746326044
896	0.2745984266
897	0.2744745125
898	0.2743674376
899	0.2743269989
900	0.2742784489
901	0.2742587296
902	0.274176783
903	0.2741335289
904	0.2739955856
905	0.2739743522
906	0.2739521473
907	0.2738186016
908	0.2737907
909	0.2736144002
910	0.2734676247
911	0.273436788
912	0.2733205967
913	0.2731893372
914	0.2731505692
915	0.2731114934
916	0.2730152512
917	0.2730031447
918	0.2728645874
919	0.272812426
920	0.2727829243
921	0.2727751396
922	0.2727353467
923	0.2727204316
924	0.2726626133
925	0.2725686436
926	0.2724840615
927	0.2724548035
928	0.2723694914
929	0.2722621848
930	0.2722220058
931	0.272043445
932	0.2719627762
933	0.2718781341
934	0.2718277201
935	0.2717362351
936	0.2715661125
937	0.2713694586
938	0.2713313732
939	0.2712769128
940	0.2711838079
941	0.2711793562
942	0.271123188
943	0.2710650301
944	0.2710345954
945	0.2709868699
946	0.2709338121
947	0.2708357895
948	0.270801809
949	0.2707900832
950	0.2706784458
951	0.2706118366
952	0.2705711601
953	0.2704470867
954	0.2704126365
955	0.2703618072
956	0.2703452481
957	0.2703246155
958	0.270284612
959	0.2702506251
960	0.2701284252
961	0.2700898188
962	0.2700442187
963	0.2699687308
964	0.2698939415
965	0.2698553652
966	0.269821758
967	0.26971764
968	0.269708317
969	0.2695858412
970	0.269553125
971	0.2695341016
972	0.2694440774
973	0.2694234406
974	0.2693854466
975	0.2693218243
976	0.2692123342
977	0.2690892136
978	0.2688246887
979	0.2687446397
980	0.2686451953
981	0.268561428
982	0.2685163755
983	0.2684182574
984	0.2684070516
985	0.2683802968
986	0.268326636
987	0.2683142831
988	0.2682889353
989	0.2682805866
990	0.2682448661
991	0.2682060066
992	0.2681559403
993	0.267969079
994	0.2679553379
995	0.2679347375
996	0.2678976697
997	0.2678555469
998	0.2678098144
999	0.2677062328
